occurrence_id,source_path,source_line,label,record_kind,baseline_presence,original_target,capability,disposition,native_owner,invariant,upstream_evidence,regression_requirement,behavioral_risk,accounting_impact,status,evidence_status
LP213,scripts/patch-prime-agent.mjs,3173,bundled public attach uses long-running request timeout,patch_definition,S and current D,findBundledProviderChunk(),P05,PORT_NATIVE,packages/coding-agent/src/modes/daemon/daemon-supervisor.ts; modes/agent-connection/daemon-agent-connection.ts,Snapshot transfer ownership and timeouts,"Legacy adds long-running attach timeout, invalidatedSnapshotLoads tombstones, buffer duplicate checks, progress-refreshed assembly timeout. H lacks tombstone/refresh helper; long-running constants alone are not equivalent call-site behavior.",agent-connection-daemon.test.ts; daemon-agent-connection-reconnect-park.test.ts; slow-progress and invalidation-race fixtures; F35,"Deduplication races, stalled or unbounded transfers; retain cancellation bound",UI transfer lifetime cannot own provider receipts,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP214,scripts/patch-prime-agent.mjs,3186,bundled snapshot assembly timeout follows transfer progress,patch_definition,S and current D,findBundledProviderChunk(),P05,PORT_NATIVE,packages/coding-agent/src/modes/daemon/daemon-supervisor.ts; modes/agent-connection/daemon-agent-connection.ts,Snapshot transfer ownership and timeouts,"Legacy adds long-running attach timeout, invalidatedSnapshotLoads tombstones, buffer duplicate checks, progress-refreshed assembly timeout. H lacks tombstone/refresh helper; long-running constants alone are not equivalent call-site behavior.",agent-connection-daemon.test.ts; daemon-agent-connection-reconnect-park.test.ts; slow-progress and invalidation-race fixtures; F35,"Deduplication races, stalled or unbounded transfers; retain cancellation bound",UI transfer lifetime cannot own provider receipts,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP215,scripts/patch-prime-agent.mjs,3255,bundled snapshot begin refreshes inactivity timeout,patch_definition,S and current D,findBundledProviderChunk(),P05,PORT_NATIVE,packages/coding-agent/src/modes/daemon/daemon-supervisor.ts; modes/agent-connection/daemon-agent-connection.ts,Snapshot transfer ownership and timeouts,"Legacy adds long-running attach timeout, invalidatedSnapshotLoads tombstones, buffer duplicate checks, progress-refreshed assembly timeout. H lacks tombstone/refresh helper; long-running constants alone are not equivalent call-site behavior.",agent-connection-daemon.test.ts; daemon-agent-connection-reconnect-park.test.ts; slow-progress and invalidation-race fixtures; F35,"Deduplication races, stalled or unbounded transfers; retain cancellation bound",UI transfer lifetime cannot own provider receipts,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP216,scripts/patch-prime-agent.mjs,3265,bundled snapshot chunk refreshes inactivity timeout,patch_definition,S and current D,findBundledProviderChunk(),P05,PORT_NATIVE,packages/coding-agent/src/modes/daemon/daemon-supervisor.ts; modes/agent-connection/daemon-agent-connection.ts,Snapshot transfer ownership and timeouts,"Legacy adds long-running attach timeout, invalidatedSnapshotLoads tombstones, buffer duplicate checks, progress-refreshed assembly timeout. H lacks tombstone/refresh helper; long-running constants alone are not equivalent call-site behavior.",agent-connection-daemon.test.ts; daemon-agent-connection-reconnect-park.test.ts; slow-progress and invalidation-race fixtures; F35,"Deduplication races, stalled or unbounded transfers; retain cancellation bound",UI transfer lifetime cannot own provider receipts,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP217,scripts/patch-prime-agent.mjs,3277,bundled resident RLM child memory limit,patch_definition,S and current D,findBundledCliChunk(),P07,TEMPORARY_GUARD,packages/coding-agent/src/core/execution; core/agent-session.ts child admission,Conservative child limit,"D sums unsettled runs and retained child objects then rejects >=1; H spawn has no equivalent cap. H visited-set cancellation is not a reservation scheduler. Keep one until W10, reserve before awaits.",agent-session-semantic-edges.test.ts; simultaneous-spawn/failure fixtures X01-X04/F32,Existing count races and conflates resident versus active resources,Unique child receipts; queue/resident/inference counts separate,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP218,scripts/patch-prime-agent.mjs,3295,bundled resident RLM child limit tightened for large sessions,patch_definition,S and current D,findBundledCliChunk(),P07,TEMPORARY_GUARD,packages/coding-agent/src/core/execution; core/agent-session.ts child admission,Conservative child limit,"D sums unsettled runs and retained child objects then rejects >=1; H spawn has no equivalent cap. H visited-set cancellation is not a reservation scheduler. Keep one until W10, reserve before awaits.",agent-session-semantic-edges.test.ts; simultaneous-spawn/failure fixtures X01-X04/F32,Existing count races and conflates resident versus active resources,Unique child receipts; queue/resident/inference counts separate,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP219,scripts/patch-prime-agent.mjs,3314,bundled provider-visible conversion and exact entry-ref filtering,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP220,scripts/patch-prime-agent.mjs,3351,bundled null-leaf context entry refs,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP221,scripts/patch-prime-agent.mjs,3360,bundled empty context entry refs,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP222,scripts/patch-prime-agent.mjs,3369,bundled session context message construction entry ids,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP223,scripts/patch-prime-agent.mjs,3398,bundled retained context entry ids,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP224,scripts/patch-prime-agent.mjs,3406,bundled retained message entry refs,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP225,scripts/patch-prime-agent.mjs,3411,bundled compaction summary and retained entry ids,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP226,scripts/patch-prime-agent.mjs,3417,bundled session context returned entry refs,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP227,scripts/patch-prime-agent.mjs,3432,bundled session message identity map,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP228,scripts/patch-prime-agent.mjs,3440,bundled bind appended raw messages,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP229,scripts/patch-prime-agent.mjs,3467,bundled bind custom message source identity,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP230,scripts/patch-prime-agent.mjs,3474,bundled return bound custom entry,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP231,scripts/patch-prime-agent.mjs,3490,bundled rollback custom source identity,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP232,scripts/patch-prime-agent.mjs,3503,bundled bind rebuilt context messages,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP233,scripts/patch-prime-agent.mjs,3518,bundled purpose-aware raw and model projection pipeline,patch_definition,S and current D,findBundledCliChunk(),P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP234,scripts/patch-prime-agent.mjs,3617,bundled projected token accumulation for compaction cut,patch_definition,S and current D,findBundledCliChunk(),P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP235,scripts/patch-prime-agent.mjs,3624,bundled projected per-entry token sizes,patch_definition,S and current D,findBundledCliChunk(),P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP236,scripts/patch-prime-agent.mjs,3652,bundled projected compaction preparation,patch_definition,S and current D,findBundledCliChunk(),P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP237,scripts/patch-prime-agent.mjs,3659,bundled complete projected refs or raw compaction fallback,patch_definition,S and current D,findBundledCliChunk(),P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP238,scripts/patch-prime-agent.mjs,3679,bundled projected compaction size and cut,patch_definition,S and current D,findBundledCliChunk(),P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP239,scripts/patch-prime-agent.mjs,3686,bundled projected compaction ranges with raw file inputs,patch_definition,S and current D,findBundledCliChunk(),P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP240,scripts/patch-prime-agent.mjs,3743,bundled raw compaction file operation extraction,patch_definition,S and current D,findBundledCliChunk(),P13,PORT_NATIVE,packages/coding-agent/src/core/compaction/compaction.ts; continuation coordinator,Projected native compaction preparation,D projected per-entry costs choose cuts; complete refs required or raw fallback; projected summary text still extracts file operations from raw source. H prepareCompaction at 587 has no projected input; preserve H SummarySlice/SummaryCallRunner and semantic lineage.,compaction.test.ts; suite/agent-session-compaction.test.ts; C05/C06/C11/R09,Projected cuts must keep whole replay closure and late source events,Keep each physical summary attempt separate from checkpoint commit,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP241,scripts/patch-prime-agent.mjs,3752,bundled complete projected tree exchange groups,patch_definition,S and current D,findBundledCliChunk(),P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP242,scripts/patch-prime-agent.mjs,3763,bundled tree raw file ops and projected complete-pair budget,patch_definition,S and current D,findBundledCliChunk(),P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP243,scripts/patch-prime-agent.mjs,3862,bundled tree summary consumes projection,patch_definition,S and current D,findBundledCliChunk(),P14,PORT_NATIVE,packages/coding-agent/src/core/compaction/branch-summarization.ts; continuation coordinator,Projected branch summary groups,D prepares projected complete call/result groups and extracts raw file operations; H prepareBranchEntries at 165 lacks projected argument. Default tree hook is no-op in S and D; it still requires native summary projection.,context-tree.test.ts; compaction-serialization.test.ts; C06/C15/P02,Tree budget cannot split exchanges or use unrelated branch evidence,"Branch summary must use receipt boundary, not direct unmetered completion",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP244,scripts/patch-prime-agent.mjs,3877,bundled projected threshold context tokens,patch_definition,S and current D,findBundledCliChunk(),P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP245,scripts/patch-prime-agent.mjs,3909,bundled await projected pre-prompt threshold tokens,patch_definition,S and current D,findBundledCliChunk(),P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP246,scripts/patch-prime-agent.mjs,3916,bundled await projected post-tool threshold tokens,patch_definition,S and current D,findBundledCliChunk(),P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP247,scripts/patch-prime-agent.mjs,3925,bundled bind autonomous custom message ref,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP248,scripts/patch-prime-agent.mjs,3934,bundled bind event custom message ref,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP249,scripts/patch-prime-agent.mjs,3939,bundled bind durable slash command ref,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP250,scripts/patch-prime-agent.mjs,3946,bundled bind direct custom application ref,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP251,scripts/patch-prime-agent.mjs,3953,bundled bind ipython state custom ref,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP252,scripts/patch-prime-agent.mjs,3960,bundled bind refinement outcome ref,patch_definition,S and current D,findBundledCliChunk(),P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP253,scripts/patch-prime-agent.mjs,3969,bundled bind compaction outcome ref,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
